Date;High price;Low price;Closing price;Average price;Total volume;Turnover;
2019-07-02;104.07;103.25;103.27;103.48;470;48.634;
2019-07-01;104.16;103.60;104.12;103.95;688;71.517;
2019-06-28;104.08;103.49;104.08;103.68;902;93.516;
2019-06-27;103.83;103.45;103.46;103.57;523;54.169;
2019-06-26;104.42;103.75;104.21;103.94;2.120;220.356;
2019-06-25;105.43;104.20;105.13;105.08;3.737;392.699;
2019-06-24;105.54;105.00;105.17;105.24;1.635;172.072;
2019-06-20;106.54;105.93;106.46;106.34;4.584;487.484;
2019-06-19;105.12;104.44;104.80;104.73;1.272;133.211;
2019-06-18;104.73;103.29;104.42;103.74;552;57.263;
2019-06-17;103.77;102.97;103.28;103.55;5.123;530.501;
2019-06-14;104.70;103.81;103.81;104.31;2.266;236.356;
2019-06-13;103.23;102.98;103.23;103.08;642;66.176;
2019-06-12;103.08;102.78;102.78;102.95;402;41.386;
2019-06-11;102.32;101.29;102.32;101.43;1.060;107.516;
2019-06-10;102.41;101.77;102.06;102.02;693;70.702;
2019-06-07;104.23;103.14;104.07;103.84;1.369;142.154;
2019-06-05;103.70;102.99;103.14;103.36;835;86.303;
2019-06-04;102.64;101.91;102.43;102.22;978;99.974;
2019-06-03;102.52;102.14;102.43;102.43;2.727;279.322;
2019-05-31;102.40;101.73;101.91;101.93;1.968;200.607;
2019-05-29;101.54;101.40;101.40;101.47;21;2.131;
2019-05-28;101.75;100.61;100.61;101.61;649;65.943;
2019-05-27;102.76;102.39;102.53;102.51;697;71.452;
2019-05-24;102.82;102.15;102.15;102.56;240;24.614;
2019-05-23;103.34;102.42;103.34;103.27;270;27.883;
2019-05-22;102.31;102.05;102.05;102.08;1.430;145.970;
2019-05-21;102.59;102.10;102.52;102.40;980;100.348;
2019-05-20;102.09;102.06;102.09;102.09;70;7.146;
2019-05-17;102.78;102.78;102.78;102.78;236;24.256;
2019-05-16;104.23;103.50;103.50;104.18;515;53.653;
2019-05-15;;;104.03;;;;
2019-05-14;104.55;104.03;104.03;104.54;547;57.183;
2019-05-13;104.36;104.10;104.36;104.11;520;54.137;
2019-05-10;104.44;104.44;104.44;104.44;60;6.266;
2019-05-09;105.46;104.50;104.59;104.61;1.536;160.673;
2019-05-08;105.27;105.12;105.19;105.22;210;22.097;
2019-05-07;;;104.79;;;;
2019-05-06;104.79;104.79;104.79;104.79;11;1.153;
2019-05-03;103.16;103.16;103.16;103.16;100;10.316;
2019-05-02;103.10;102.64;102.70;102.94;376;38.704;
2019-04-30;;;104.79;;;;
2019-04-29;105.34;104.79;104.79;105.16;37;3.891;
2019-04-26;105.38;105.31;105.31;105.33;445;46.872;
2019-04-25;105.35;105.32;105.35;105.35;2.010;211.753;
2019-04-24;102.49;102.49;102.49;102.49;10;1.025;
2019-04-23;102.85;102.79;102.79;102.82;1.000;102.820;
2019-04-18;;;102.09;;;;
2019-04-17;102.29;102.09;102.09;102.12;112;11.437;
2019-04-16;;;101.51;;;;
2019-04-15;101.51;101.51;101.51;101.51;50;5.076;
2019-04-12;;;102.94;;;;
2019-04-11;103.00;102.94;102.94;103.00;520;53.559;
2019-04-10;104.48;104.48;104.48;104.48;10;1.045;
2019-04-09;;;103.74;;;;
2019-04-08;;;103.74;;;;
2019-04-05;103.74;103.74;103.74;103.74;10;1.037;
2019-04-04;102.40;102.40;102.40;102.40;45;4.608;
2019-04-03;104.03;103.20;103.28;103.56;2.571;266.262;
2019-04-02;103.48;103.37;103.42;103.39;63;6.513;
2019-04-01;103.94;103.84;103.94;103.94;690;71.717;
2019-03-29;103.72;103.72;103.72;103.72;10;1.037;
2019-03-28;105.17;104.40;104.40;104.41;1.065;111.195;
2019-03-27;105.44;105.44;105.44;105.44;200;21.088;
2019-03-26;105.90;105.58;105.58;105.67;1.285;135.781;
2019-03-25;106.43;105.87;106.43;106.23;1.181;125.455;
2019-03-22;106.30;105.95;105.95;106.01;114;12.085;
2019-03-21;105.63;105.54;105.54;105.55;100;10.555;
2019-03-20;104.16;104.16;104.16;104.16;90;9.374;
2019-03-19;;;104.77;;;;
2019-03-18;104.77;104.59;104.77;104.67;197;20.621;
2019-03-15;105.36;105.19;105.19;105.27;39;4.106;
2019-03-14;104.58;104.58;104.58;104.58;76;7.948;
2019-03-13;107.50;106.80;106.80;107.21;1.510;161.883;
2019-03-12;106.70;106.70;106.70;106.70;500;53.350;
2019-03-11;106.58;106.52;106.52;106.58;140;14.921;
2019-03-08;106.20;106.20;106.20;106.20;40;4.248;
2019-03-07;104.65;104.05;104.65;104.21;81;8.441;
2019-03-06;104.61;103.77;103.77;103.99;223;23.190;
2019-03-05;104.73;104.73;104.73;104.73;150;15.710;
2019-03-04;104.24;104.20;104.24;104.22;190;19.802;
2019-03-01;;;107.18;;;;
2019-02-28;107.71;107.07;107.18;107.16;131;14.038;
